id,regionname,countryname_x,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,url,sector1,year,countrycode,countryname_y,GDP,Population,Rural Population,Electricity Access,Agricultural Land
2041,Africa,Federal Republic of Nigeria,PE,Specific Investment Loan,IN,Closed,Oyo North Agricultural Development Project,1980-04-29 00:00:00+00:00,4,1988-09-30 00:00:00+00:00,28000000.0,28000000,0,28000000,http://projects.worldbank.org/P002041/oyo-north-agricultural-development-project?lang=en,Agriculture adjustment,1980,NGA,,,,,,
5025,Middle East and North Africa,Arab Republic of Egypt,PE,Specific Investment Loan,IN,Closed,Textiles Project (02),1980-04-29 00:00:00+00:00,4,1984-09-30 00:00:00+00:00,69000000.0,69000000,0,69000000,http://projects.worldbank.org/P005025/textiles-project-02?lang=en,Other industry,1980,EGY,"Egypt, Arab Rep.",22912500555.5556,44099142.0,56.142,0.0099999997764825,2.45617559897534
9761,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Cashew Nut Project,1980-04-29 00:00:00+00:00,4,1987-09-30 00:00:00+00:00,22000000.0,0,22000000,22000000,http://projects.worldbank.org/P009761/cashew-nut-project?lang=en,Agro-industry and marketing,1980,IND,,,,,,
347,Africa,Republic of Cameroon,PE,Financial Intermediary Loan,IN,Closed,Livestock Development Project (02),1980-04-22 00:00:00+00:00,4,1987-12-31 00:00:00+00:00,16000000.0,0,16000000,16000000,http://projects.worldbank.org/P000347/livestock-development-project-02?lang=en,Livestock,1980,CMR,Cameroon,6740756568.91566,8618354.0,68.079,0.0099999997764825,18.891074866197
856,Africa,Republic of Ghana,PE,Specific Investment Loan,IN,Closed,Volta Region Agricultural Development Project,1980-04-22 00:00:00+00:00,4,1988-12-31 00:00:00+00:00,29500000.0,0,29500000,29500000,http://projects.worldbank.org/P000856/volta-region-agricultural-development-project?lang=en,Agriculture adjustment,1980,GHA,Ghana,4445228215.76763,10802028.0,68.837,0.0099999997764825,52.7379801353608
10141,South Asia,Nepal,PE,Specific Investment Loan,IN,Closed,Community Forestry Project,1980-04-22 00:00:00+00:00,4,1989-06-30 00:00:00+00:00,17000000.0,0,17000000,17000000,http://projects.worldbank.org/P010141/community-forestry-project?lang=en,Forestry,1980,NPL,Nepal,1945916583.33333,14902163.0,93.909,0.0099999997764825,28.5664335664336
2727,Africa,United Republic of Tanzania,PE,Specific Investment Loan,IN,Closed,Pyrethrum Project,1980-04-17 00:00:00+00:00,4,1985-12-31 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P002727/pyrethrum-project?lang=en,Agriculture adjustment,1980,TZA,Tanzania,8744134354.16152,18683157.0,85.445,0.0099999997764825,33.8676902235268
3791,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Nucleus Estates and Smallholders Project (04)   NES Project (04),1980-04-17 00:00:00+00:00,4,1988-12-31 00:00:00+00:00,42000000.0,42000000,0,42000000,http://projects.worldbank.org/P003791/nucleus-estates-smallholders-project-04-nes-project-04?lang=en,Perennial crops,1980,IDN,,,,,,
6602,Latin America and Caribbean,Republic of Chile,PE,Specific Investment Loan,IN,Closed,Water Supply Project,1980-04-17 00:00:00+00:00,4,1987-06-30 00:00:00+00:00,38000000.0,38000000,0,38000000,http://projects.worldbank.org/P006602/water-supply-project?lang=en,Urban water supply,1980,CHL,Chile,29036709871.7949,11266226.0,18.757,0.0099999997764825,22.6621046572306
6765,Latin America and Caribbean,Republic of Colombia,PE,Financial Intermediary Loan,IN,Closed,Small Scale Industry Project (03),1980-04-17 00:00:00+00:00,4,1984-03-30 00:00:00+00:00,32000000.0,32000000,0,32000000,http://projects.worldbank.org/P006765/small-scale-industry-project-03?lang=en,Small scale enterprise,1980,COL,,,,,,
7357,Latin America and Caribbean,Republic of Honduras,PE,Financial Intermediary Loan,IN,Closed,Agricultural Credit Project (02),1980-04-17 00:00:00+00:00,4,1985-06-30 00:00:00+00:00,25000000.0,20000000,5000000,25000000,http://projects.worldbank.org/P007357/agricultural-credit-project-02?lang=en,Agricultural credit,1980,HND,Honduras,2566000050.0,3678286.0,65.13,0.0099999997764825,29.1089462865314
4089,East Asia and Pacific,Republic of Korea,PE,Financial Intermediary Loan,IN,Closed,Citizens National Bank Project,1980-04-15 00:00:00+00:00,4,1984-12-31 00:00:00+00:00,30000000.0,30000000,0,30000000,http://projects.worldbank.org/P004089/citizens-national-bank-project?lang=en,Financial sector development,1980,,,,,,,
5392,Middle East and North Africa,Kingdom of Morocco,PE,Specific Investment Loan,IN,Closed,Petroleum Exploration Project,1980-04-15 00:00:00+00:00,4,1984-06-30 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P005392/petroleum-exploration-project?lang=en,Oil and gas exploration and development,1980,MAR,Morocco,21728770055.3777,20019847.0,58.79,0.0099999997764825,64.8218686981851
5393,Middle East and North Africa,Kingdom of Morocco,PE,Sector Investment and Maintenance Loan,IN,Closed,Highway Project (03),1980-04-15 00:00:00+00:00,4,1985-12-31 00:00:00+00:00,62000000.0,62000000,0,62000000,http://projects.worldbank.org/P005393/highway-project-03?lang=en,Highways,1980,MAR,Morocco,21728770055.3777,20019847.0,58.79,0.0099999997764825,64.8218686981851
8124,Latin America and Caribbean,Oriental Republic of Uruguay,PE,Financial Intermediary Loan,IN,Closed,Agricultural Development Project,1980-04-15 00:00:00+00:00,4,1988-12-31 00:00:00+00:00,24000000.0,24000000,0,24000000,http://projects.worldbank.org/P008124/agricultural-development-project?lang=en,Livestock,1980,,,,,,,
9758,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Uttar Pradesh Public Tubewell Project,1980-04-15 00:00:00+00:00,4,1983-03-31 00:00:00+00:00,18000000.0,0,18000000,18000000,http://projects.worldbank.org/P009758/uttar-pradesh-public-tubewell-project?lang=en,Irrigation and Drainage,1980,IND,,,,,,
9765,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Tamil Nadu Nutrition Project,1980-04-15 00:00:00+00:00,4,1989-03-31 00:00:00+00:00,32000000.0,0,32000000,32000000,http://projects.worldbank.org/P009765/tamil-nadu-nutrition-project?lang=en,Targeted health,1980,IND,,,,,,
139,Africa,Republic of Botswana,PE,Specific Investment Loan,IN,Closed,Education Project (02),1980-04-01 00:00:00+00:00,4,1987-06-30 00:00:00+00:00,10000000.0,10000000,0,10000000,http://projects.worldbank.org/P000139/education-project-02?lang=en,Secondary Education,1980,BWA,Botswana,1060923829.13021,1001158.0,83.521,0.0099999997764825,45.8842835212535
1489,Africa,Republic of Madagascar,PE,Specific Investment Loan,IN,Closed,Water Supply and Sanitation Project (01),1980-04-01 00:00:00+00:00,4,1986-06-30 00:00:00+00:00,20500000.0,0,20500000,20500000,http://projects.worldbank.org/P001489/water-supply-sanitation-project-01?lang=en,Urban water supply,1980,MDG,Madagascar,4042139901.36698,8716553.0,81.476,0.0099999997764825,61.9733810228015
1127,Africa,Republic of Cote d'Ivoire,PE,Specific Investment Loan,IN,Closed,North East Savannah Rural Development Project,1980-03-27 00:00:00+00:00,3,1987-09-30 00:00:00+00:00,9400000.0,9400000,0,9400000,http://projects.worldbank.org/P001127/north-east-savannah-rural-development-project?lang=en,Agriculture adjustment,1980,,,,,,,
5256,Middle East and North Africa,Hashemite Kingdom of Jordan,PE,Financial Intermediary Loan,IN,Closed,Cities and Villages Development Bank Project (01),1980-03-27 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,10000000.0,10000000,0,10000000,http://projects.worldbank.org/P005256/cities-villages-development-bank-project-01?lang=en,Financial sector development,1980,JOR,Jordan,3910036925.14267,2374422.0,39.971,0.0099999997764825,12.771985494107
6304,Latin America and Caribbean,Federative Republic of Brazil,PE,Financial Intermediary Loan,IN,Closed,Sao Paulo Industrial Pollution Control Project,1980-03-27 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,58000000.0,58000000,0,58000000,http://projects.worldbank.org/P006304/sao-paulo-industrial-pollution-control-project?lang=en,Pollution control / waste management,1980,BRA,,,,,,
6763,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,IN,Closed,Telecommunication Project (05),1980-03-27 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,44000000.0,44000000,0,44000000,http://projects.worldbank.org/P006763/telecommunication-project-05?lang=en,Telecommunications and informatics,1980,COL,,,,,,
1273,Africa,Republic of Kenya,PE,Financial Intermediary Loan,IN,Closed,Industrial Development Bank Project (04),1980-03-25 00:00:00+00:00,3,1988-06-30 00:00:00+00:00,30000000.0,30000000,0,30000000,http://projects.worldbank.org/P001273/industrial-development-bank-project-04?lang=en,Financial sector development,1980,KEN,Kenya,7265315331.62273,16268990.0,84.417,0.0099999997764825,44.9450047439997
4478,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Urban Development Project (03),1980-03-25 00:00:00+00:00,3,1987-12-31 00:00:00+00:00,72000000.0,72000000,0,72000000,http://projects.worldbank.org/P004478/urban-development-project-03?lang=en,Urban housing,1980,PHL,Philippines,32450541843.0652,47396968.0,62.519,0.0099999997764825,35.6340342757487
7559,Latin America and Caribbean,United Mexican States,PE,Financial Intermediary Loan,IN,Closed,Small and Medium Scale Mining Development Project,1980-03-25 00:00:00+00:00,3,1986-05-31 00:00:00+00:00,40000000.0,40000000,0,40000000,http://projects.worldbank.org/P007559/small-medium-scale-mining-development-project?lang=en,Mining and other extractive,1980,MEX,,,,,,
9410,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Water Supply   Chittagong Project (02),1980-03-25 00:00:00+00:00,3,1987-12-31 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P009410/water-supply-chittagong-project-02?lang=en,Urban water supply,1980,BGD,,,,,,
74,Africa,Republic of Benin,PE,Financial Intermediary Loan,IN,Closed,Industrial Development Project,1980-03-20 00:00:00+00:00,3,1989-06-30 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P000074/industrial-development-project?lang=en,Financial sector development,1980,BEN,Benin,1405251547.23882,3717165.0,72.661,0.0099999997764825,17.9762327066336
3031,Africa,Democratic Republic of the Congo,PE,Financial Intermediary Loan,IN,Closed,Societe Financiere de Developpement (SOFIDE) Project (05),1980-03-20 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,18500000.0,0,18500000,18500000,http://projects.worldbank.org/P003031/societe-financiere-de-developpement-sofide-project-05?lang=en,Financial sector development,1980,,,,,,,
4473,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Rainfed Agricultural Development Project   Iloilo,1980-03-20 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,12000000.0,12000000,0,12000000,http://projects.worldbank.org/P004473/rainfed-agricultural-development-project-iloilo?lang=en,Agriculture adjustment,1980,PHL,Philippines,32450541843.0652,47396968.0,62.519,0.0099999997764825,35.6340342757487
4479,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Manila Sanitation and Sewerage Project,1980-03-20 00:00:00+00:00,3,1988-12-31 00:00:00+00:00,63000000.0,63000000,0,63000000,http://projects.worldbank.org/P004479/manila-sanitation-sewerage-project?lang=en,Sewerage,1980,PHL,Philippines,32450541843.0652,47396968.0,62.519,0.0099999997764825,35.6340342757487
4706,East Asia and Pacific,Kingdom of Thailand,PE,Financial Intermediary Loan,IN,Closed,Agricultural Credit Project,1980-03-20 00:00:00+00:00,3,1984-12-31 00:00:00+00:00,19000000.0,19000000,0,19000000,http://projects.worldbank.org/P004706/agricultural-credit-project?lang=en,Agricultural credit,1980,THA,,,,,,
6073,Latin America and Caribbean,Barbados,PE,Financial Intermediary Loan,IN,Closed,Industrial Development and Export Promotion Project,1980-03-20 00:00:00+00:00,3,1985-09-30 00:00:00+00:00,10000000.0,10000000,0,10000000,http://projects.worldbank.org/P006073/industrial-development-export-promotion-project?lang=en,Financial sector development,1980,BRB,,,,,,
2308,Africa,Republic of Senegal,PE,Sector Investment and Maintenance Loan,IN,Closed,Highway Project (04),1980-03-18 00:00:00+00:00,3,1986-06-30 00:00:00+00:00,38000000.0,10000000,28000000,38000000,http://projects.worldbank.org/P002308/highway-project-04?lang=en,Highways,1980,SEN,Senegal,3503282102.95741,5592646.0,64.231,0.0099999997764825,45.9201163455046
3790,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Irrigation Project (15),1980-03-18 00:00:00+00:00,3,1987-01-31 00:00:00+00:00,45000000.0,0,45000000,45000000,http://projects.worldbank.org/P003790/irrigation-project-15?lang=en,Irrigation and Drainage,1980,IDN,,,,,,
3794,East Asia and Pacific,Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,Closed,Agricultural Extension Project (02),1980-03-18 00:00:00+00:00,3,1987-03-31 00:00:00+00:00,42000000.0,0,42000000,42000000,http://projects.worldbank.org/P003794/agricultural-extension-project-02?lang=en,Agricultural extension,1980,IDN,,,,,,
7964,Latin America and Caribbean,Republic of Peru,PE,Specific Investment Loan,IN,Closed,Puno Rural Development Project,1980-03-18 00:00:00+00:00,3,1987-06-30 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P007964/puno-rural-development-project?lang=en,Agriculture adjustment,1980,PER,Peru,18134029179.6393,17359120.0,35.426,0.0099999997764825,14.86545453125
1609,Africa,Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,Closed,National Rural Development Program Project (02),1980-03-13 00:00:00+00:00,3,1987-12-31 00:00:00+00:00,13800000.0,0,13800000,13800000,http://projects.worldbank.org/P001609/national-rural-development-program-project-02?lang=en,Forestry,1980,MWI,Malawi,1237655461.1501,6163080.0,90.95,0.0099999997764825,40.6236741620704
4260,East Asia and Pacific,Malaysia,PE,Specific Investment Loan,IN,Closed,Power Project (09),1980-03-13 00:00:00+00:00,3,1987-08-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P004260/power-project-09?lang=en,Hydro,1980,MYS,Malaysia,24488033442.0506,13798125.0,57.956,0.0099999997764825,14.9657586364328
4474,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Medium Scale Irrigation Project,1980-03-13 00:00:00+00:00,3,1990-12-31 00:00:00+00:00,71000000.0,71000000,0,71000000,http://projects.worldbank.org/P004474/medium-scale-irrigation-project?lang=en,Irrigation and Drainage,1980,PHL,Philippines,32450541843.0652,47396968.0,62.519,0.0099999997764825,35.6340342757487
2306,Africa,Republic of Senegal,PE,Specific Investment Loan,IN,Closed,Small Rural Projects,1980-03-11 00:00:00+00:00,3,1987-12-31 00:00:00+00:00,11000000.0,0,11000000,11000000,http://projects.worldbank.org/P002306/small-rural-projects?lang=en,Agriculture adjustment,1980,SEN,Senegal,3503282102.95741,5592646.0,64.231,0.0099999997764825,45.9201163455046
5020,Middle East and North Africa,Arab Republic of Egypt,PE,Financial Intermediary Loan,IN,Closed,Agro Industry Project (01),1980-03-11 00:00:00+00:00,3,1988-06-30 00:00:00+00:00,45000000.0,0,45000000,45000000,http://projects.worldbank.org/P005020/agro-industry-project-01?lang=en,Agricultural credit,1980,EGY,"Egypt, Arab Rep.",22912500555.5556,44099142.0,56.142,0.0099999997764825,2.45617559897534
5022,Middle East and North Africa,Arab Republic of Egypt,PE,Financial Intermediary Loan,IN,Closed,Development Industrial Bank Project (04),1980-03-11 00:00:00+00:00,3,1984-12-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P005022/development-industrial-bank-project-04?lang=en,Financial sector development,1980,EGY,"Egypt, Arab Rep.",22912500555.5556,44099142.0,56.142,0.0099999997764825,2.45617559897534
7966,Latin America and Caribbean,Republic of Peru,PE,Specific Investment Loan,IN,Closed,Petroleum Production Rehabilitation Project,1980-03-11 00:00:00+00:00,3,1985-08-31 00:00:00+00:00,32500000.0,32500000,0,32500000,http://projects.worldbank.org/P007966/petroleum-production-rehabilitation-project?lang=en,Oil and gas exploration and development,1980,PER,Peru,18134029179.6393,17359120.0,35.426,0.0099999997764825,14.86545453125
9403,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,IN,Closed,Low Lift Pumps Project,1980-03-11 00:00:00+00:00,3,1984-12-31 00:00:00+00:00,37000000.0,0,37000000,37000000,http://projects.worldbank.org/P009403/low-lift-pumps-project?lang=en,Irrigation and Drainage,1980,BGD,,,,,,
2724,Africa,United Republic of Tanzania,PE,Financial Intermediary Loan,IN,Closed,Tanzania Rural Development Bank Project (01),1980-03-04 00:00:00+00:00,3,1986-12-31 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P002724/tanzania-rural-development-bank-project-01?lang=en,Agricultural credit,1980,TZA,Tanzania,8744134354.16152,18683157.0,85.445,0.0099999997764825,33.8676902235268
1383,Africa,Kingdom of Lesotho,PE,Financial Intermediary Loan,IN,Closed,Lesotho National Development Corporation Project (02),1980-02-26 00:00:00+00:00,2,1987-06-30 00:00:00+00:00,4000000.0,0,4000000,4000000,http://projects.worldbank.org/P001383/lesotho-national-development-corporation-project-02?lang=en,Financial sector development,1980,LSO,Lesotho,431561376.476631,1310118.0,88.55,0.0099999997764825,75.6258234519104
1704,Africa,Republic of Mali,PE,Financial Intermediary Loan,IN,Closed,Industrial Development Project,1980-02-26 00:00:00+00:00,2,1988-06-30 00:00:00+00:00,8000000.0,0,8000000,8000000,http://projects.worldbank.org/P001704/industrial-development-project?lang=en,Financial sector development,1980,MLI,,,,,,
4892,Middle East and North Africa,People's Democratic Republic of Algeria,PE,Specific Investment Loan,IN,Closed,Bas Cheliff Irrigation Project,1980-02-26 00:00:00+00:00,2,1985-07-01 00:00:00+00:00,8000000.0,8000000,0,8000000,http://projects.worldbank.org/P004892/bas-cheliff-irrigation-project?lang=en,Irrigation and Drainage,1980,DZA,Algeria,42345277342.0195,19337715.0,56.458,0.0099999997764825,18.4025124488819
6135,Latin America and Caribbean,Plurinational State of Bolivia,PE,Specific Investment Loan,IN,Closed,Gas and Oil Engineering Project,1980-02-26 00:00:00+00:00,2,1984-12-31 00:00:00+00:00,16000000.0,0,16000000,16000000,http://projects.worldbank.org/P006135/gas-oil-engineering-project?lang=en,Oil and gas exploration and development,1980,BOL,Bolivia,4537487842.57749,5589575.0,54.549,0.0099999997764825,30.9812609618758
3793,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Smallholder Rubber Project,1980-02-19 00:00:00+00:00,2,1986-03-31 00:00:00+00:00,45000000.0,0,45000000,45000000,http://projects.worldbank.org/P003793/smallholder-rubber-project?lang=en,Perennial crops,1980,IDN,,,,,,
259,Africa,Burkina Faso,PE,Specific Investment Loan,IN,Closed,Forestry Project,1980-02-12 00:00:00+00:00,2,1986-06-30 00:00:00+00:00,14500000.0,0,14500000,14500000,http://projects.worldbank.org/P000259/forestry-project?lang=en,Forestry,1980,BFA,Burkina Faso,1928720390.28869,6822843.0,91.195,0.0099999997764825,32.108918128655
9408,South Asia,People's Republic of Bangladesh,PE,Structural Adjustment Loan,AD,Closed,Imports Program Credit Project (08),1980-02-12 00:00:00+00:00,2,1982-02-28 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P009408/imports-program-credit-project-08?lang=en,Economic management,1980,BGD,,,,,,
9766,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Population Project (02),1980-02-12 00:00:00+00:00,2,1988-03-31 00:00:00+00:00,46000000.0,0,46000000,46000000,http://projects.worldbank.org/P009766/population-project-02?lang=en,Targeted health,1980,IND,,,,,,
9174,Europe and Central Asia,Macedonia,PE,Specific Investment Loan,IN,Closed,Agriculture & Agroindustry 2 Project (Macedonia),1980-02-01 00:00:00+00:00,2,1983-06-30 00:00:00+00:00,24000000.0,24000000,0,24000000,http://projects.worldbank.org/P009174/agriculture-agroindustry-2-project-macedonia?lang=en,Agricultural credit,1980,,,,,,,
178,Africa,Republic of Burundi,PE,Specific Investment Loan,IN,Closed,Education Project (02),1980-01-29 00:00:00+00:00,1,1986-06-30 00:00:00+00:00,15000000.0,0,15000000,15000000,http://projects.worldbank.org/P000178/education-project-02?lang=en,Vocational training,1980,BDI,Burundi,919726666.666667,4116817.0,95.661,0.0099999997764825,81.3084112149533
1486,Africa,Republic of Madagascar,PE,Financial Intermediary Loan,IN,Closed,Industrial Development Bank Project (01),1980-01-29 00:00:00+00:00,1,1985-12-31 00:00:00+00:00,5000000.0,0,5000000,5000000,http://projects.worldbank.org/P001486/industrial-development-bank-project-01?lang=en,Financial sector development,1980,MDG,Madagascar,4042139901.36698,8716553.0,81.476,0.0099999997764825,61.9733810228015
5775,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,IN,Closed,Tihama Development Project (04),1980-01-29 00:00:00+00:00,1,1986-06-30 00:00:00+00:00,5500000.0,0,5500000,5500000,http://projects.worldbank.org/P005775/tihama-development-project-04?lang=en,Irrigation and Drainage,1980,YEM,,,,,,
10139,South Asia,Democratic Socialist Republic of Sri Lan,PE,Technical Assistance Loan,IN,Closed,Mahaweli Ganga Technical Assistance Project,1980-01-29 00:00:00+00:00,1,1985-09-30 00:00:00+00:00,3000000.0,0,3000000,3000000,http://projects.worldbank.org/P010139/mahaweli-ganga-technical-assistance-project?lang=en,Irrigation and Drainage,1980,,,,,,,
1275,Africa,Republic of Kenya,PE,Specific Investment Loan,IN,Closed,Olkaria Geothermal Power Project,1980-01-22 00:00:00+00:00,1,1985-12-31 00:00:00+00:00,40000000.0,40000000,0,40000000,http://projects.worldbank.org/P001275/olkaria-geothermal-power-project?lang=en,Thermal,1980,KEN,Kenya,7265315331.62273,16268990.0,84.417,0.0099999997764825,44.9450047439997
5634,Middle East and North Africa,Republic of Tunisia,PE,Specific Investment Loan,IN,Closed,Southern Irrigation Project,1980-01-22 00:00:00+00:00,1,1987-06-30 00:00:00+00:00,25000000.0,25000000,0,25000000,http://projects.worldbank.org/P005634/southern-irrigation-project?lang=en,Irrigation and Drainage,1980,TUN,Tunisia,8744134354.16152,6368167.0,49.431,0.0099999997764825,58.322605561277
5637,Middle East and North Africa,Republic of Tunisia,PE,Specific Investment Loan,IN,Closed,Port Project (03),1980-01-22 00:00:00+00:00,1,1988-12-31 00:00:00+00:00,42500000.0,42500000,0,42500000,http://projects.worldbank.org/P005637/port-project-03?lang=en,Ports/Waterways,1980,TUN,Tunisia,8744134354.16152,6368167.0,49.431,0.0099999997764825,58.322605561277
8126,Latin America and Caribbean,Oriental Republic of Uruguay,PE,Specific Investment Loan,IN,Closed,Montevideo Port Project,1980-01-22 00:00:00+00:00,1,1986-12-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P008126/montevideo-port-project?lang=en,Ports/Waterways,1980,,,,,,,
348,Africa,Republic of Cameroon,PE,Specific Investment Loan,IN,Closed,HEVECAM Rubber Project (02),1980-01-15 00:00:00+00:00,1,1985-06-30 00:00:00+00:00,31500000.0,16500000,15000000,31500000,http://projects.worldbank.org/P000348/hevecam-rubber-project-02?lang=en,Perennial crops,1980,CMR,Cameroon,6740756568.91566,8618354.0,68.079,0.0099999997764825,18.891074866197
2658,Africa,Kingdom of Swaziland,PE,Specific Investment Loan,IN,Closed,Education Project (03),1980-01-15 00:00:00+00:00,1,1985-12-31 00:00:00+00:00,10100000.0,10100000,0,10100000,http://projects.worldbank.org/P002658/education-project-03?lang=en,Primary Education,1980,,,,,,,
4895,Middle East and North Africa,People's Democratic Republic of Algeria,PE,Technical Assistance Loan,IN,Closed,Water Supply Engineering Project,1980-01-15 00:00:00+00:00,1,1984-12-31 00:00:00+00:00,5000000.0,5000000,0,5000000,http://projects.worldbank.org/P004895/water-supply-engineering-project?lang=en,Urban water supply,1980,DZA,Algeria,42345277342.0195,19337715.0,56.458,0.0099999997764825,18.4025124488819
8634,Europe and Central Asia,Portuguese Republic,PE,Specific Investment Loan,IN,Closed,Education Project (02),1980-01-15 00:00:00+00:00,1,1987-12-31 00:00:00+00:00,40000000.0,40000000,0,40000000,http://projects.worldbank.org/P008634/education-project-02?lang=en,Secondary Education,1980,PRT,Portugal,32899759311.1734,9766312.0,57.215,0.0099999997764825,43.4863387978142
10138,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,Closed,Highways Project (03),1980-01-15 00:00:00+00:00,1,1986-06-30 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P010138/highways-project-03?lang=en,Highways,1980,PAK,,,,,,
547,Africa,Republic of Congo,PE,Technical Assistance Loan,IN,Closed,Petroleum Sector Technical Assistance Project,1979-12-27 00:00:00+00:00,12,1986-12-31 00:00:00+00:00,5000000.0,0,5000000,5000000,http://projects.worldbank.org/P000547/petroleum-sector-technical-assistance-project?lang=en,Oil and gas adjustment,1979,,,,,,,
1890,Africa,Republic of Mauritius,PE,Financial Intermediary Loan,IN,Closed,Development Bank of Mauritius Project (05),1979-12-27 00:00:00+00:00,12,1986-12-31 00:00:00+00:00,6000000.0,6000000,0,6000000,http://projects.worldbank.org/P001890/development-bank-mauritius-project-05?lang=en,Financial sector development,1979,MUS,,,,,,
2396,Africa,Republic of Sierra Leone,PE,Technical Assistance Loan,IN,Closed,Technical Assistance Project,1979-12-27 00:00:00+00:00,12,1984-12-31 00:00:00+00:00,2500000.0,0,2500000,2500000,http://projects.worldbank.org/P002396/technical-assistance-project?lang=en,Public sector management adjustment,1979,SLE,Sierra Leone,1109374722.08294,3286179.0,70.606,0.0099999997764825,37.6697146023829
2456,Africa,Somali Democratic Republic,PE,Specific Investment Loan,IN,Closed,Bay Area Agricultural Development Project,1979-12-27 00:00:00+00:00,12,1989-03-31 00:00:00+00:00,12000000.0,0,12000000,12000000,http://projects.worldbank.org/P002456/bay-area-agricultural-development-project?lang=en,Agriculture adjustment,1979,,,,,,,
2730,Africa,United Republic of Tanzania,PE,Technical Assistance Loan,IN,Closed,Dar Es Salaam Port Project,1979-12-27 00:00:00+00:00,12,1983-06-30 00:00:00+00:00,2500000.0,0,2500000,2500000,http://projects.worldbank.org/P002730/dar-es-salaam-port-project?lang=en,Ports/Waterways,1979,TZA,Tanzania,7188191881.91882,18109884.0,85.859,0.0099999997764825,33.8676902235268
2997,Africa,Western Africa,PE,Technical Assistance Loan,IN,Closed,Project Preparation Credit,1979-12-27 00:00:00+00:00,12,1987-12-31 00:00:00+00:00,3000000.0,0,3000000,3000000,http://projects.worldbank.org/P002997/project-preparation-credit?lang=en,Financial adjustment,1979,,,,,,,
3175,Africa,Republic of Zambia,PE,Sector Investment and Maintenance Loan,IN,Closed,Railway Project (03),1979-12-27 00:00:00+00:00,12,1986-09-30 00:00:00+00:00,40000000.0,25000000,15000000,40000000,http://projects.worldbank.org/P003175/railway-project-03?lang=en,Railways,1979,ZMB,Zambia,3325500000.0,5691749.0,61.182,0.0099999997764825,26.6078370707166
1950,Africa,Republic of Niger,PE,Specific Investment Loan,IN,Closed,Dosso Agricultural Development Project,1979-12-20 00:00:00+00:00,12,1985-06-30 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P001950/dosso-agricultural-development-project?lang=en,Agriculture adjustment,1979,,,,,,,
10137,South Asia,Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,IN,Closed,POWER   WAPDA Project (03),1979-12-20 00:00:00+00:00,12,1985-12-31 00:00:00+00:00,45000000.0,0,45000000,45000000,http://projects.worldbank.org/P010137/power-wapda-project-03?lang=en,Distribution and transmission,1979,PAK,,,,,,
